Text,StrTime,User,MessageType,Sentiment,Confidence,Positive_Prob,Negative_Prob
我都不敢关注呜呜呜,2021-12-15 11:39:39,Matteo,text,0,0.703916,0.133238,0.866762
就关注了她男朋友/女朋友的,2021-12-15 11:40:02,Matteo,text,2,0.989935,0.995471,0.00452941
1的话应该是男朋友吧,2021-12-15 11:40:20,Matteo,text,2,0.126302,0.606836,0.393164
1的话？,2021-12-15 11:40:47,R,text,0,0.991984,0.00360736,0.996393
随便了,2021-12-15 11:41:16,Matteo,text,0,0.499859,0.225064,0.774936
又酸又嫉妒有气急败坏之后,2021-12-15 11:42:11,Matteo,text,0,0.738434,0.117705,0.882295
好像也就那样,2021-12-15 11:42:22,Matteo,text,0,0.693834,0.137774,0.862226
哈哈哈哈哈哈哈草,2021-12-15 11:42:27,R,text,2,0.589125,0.815106,0.184894
反正我就喜欢17年的,2021-12-15 11:43:51,Matteo,text,2,0.997131,0.998709,0.00129091
我理直气壮,2021-12-15 11:43:56,Matteo,text,0,0.980234,0.00889469,0.991105
挺好的,2021-12-15 11:44:20,R,text,2,0.99812,0.999154,0.000846259
我都不知道我喜欢哪一年,2021-12-15 11:44:28,R,text,0,0.69008,0.139464,0.860536
那总会有更喜欢的时候,2021-12-15 11:44:58,Matteo,text,2,0.999617,0.999828,0.000172303
其实她现在怎么样我倒是无所谓,2021-12-15 11:46:17,Matteo,text,0,0.84578,0.069399,0.930601
会说话喔,2021-12-15 11:46:20,R,text,2,0.974591,0.988566,0.0114339
就是好奇？,2021-12-15 11:46:23,R,text,0,0.806955,0.0868702,0.91313
就是这满屏的姐姐,2021-12-15 11:46:25,Matteo,text,2,0.895362,0.952913,0.0470869
哈哈哈哈哈哈哈哈草,2021-12-15 11:46:31,R,text,2,0.329704,0.698367,0.301633
让我觉得恶心,2021-12-15 11:46:32,Matteo,text,0,0.999367,0.000284822,0.999715
确实,2021-12-15 11:46:51,R,text,2,0.483035,0.767366,0.232634
恶心回去,2021-12-15 11:47:03,R,text,0,0.999595,0.000182284,0.999818
小丑竟是我自己一个人感觉,2021-12-15 11:47:14,Matteo,text,0,0.741333,0.1164,0.8836
只觉得,2021-12-15 11:47:59,Matteo,text,0,0.346659,0.294003,0.705997
讽刺,2021-12-15 11:48:02,Matteo,text,0,0.989421,0.00476063,0.995239
她真的这只是一个普通的东西了,2021-12-15 11:49:27,R,text,0,0.991929,0.00363204,0.996368
舔狗:我不许你这么说她！呜呜,2021-12-15 11:51:14,Matteo,text,0,0.996895,0.00139709,0.998603
她真的觉得 ,2021-12-15 11:51:26,R,text,2,0.87646,0.944407,0.0555928
了欧了两个字,2021-12-15 11:51:36,R,text,0,0.485541,0.231506,0.768494
漏了,2021-12-15 11:51:38,R,text,0,0.985773,0.00640224,0.993598
妈的我这打字,2021-12-15 11:51:43,R,text,0,0.839255,0.0723351,0.927665
似曾相识的感觉哈哈,2021-12-15 11:53:33,Matteo,text,2,0.999757,0.999891,0.000109315
wok,2021-12-15 11:54:26,R,text,2,0.935183,0.970832,0.0291677
所以我刚才就很想吐,2021-12-15 11:54:29,Matteo,text,0,0.99225,0.00348756,0.996512
我tm都,2021-12-15 11:54:30,R,text,0,0.923254,0.0345358,0.965464
想吐,2021-12-15 11:54:34,R,text,0,0.99791,0.000940605,0.999059
一身鸡皮疙瘩,2021-12-15 11:54:44,R,text,0,0.892758,0.0482587,0.951741
哈哈哈,2021-12-15 11:54:52,Matteo,text,2,0.998853,0.999484,0.000516395
但是晚上没吃饱,2021-12-15 11:56:00,Matteo,text,0,0.66871,0.149081,0.850919
干呕了一会,2021-12-15 11:56:10,Matteo,text,0,0.928656,0.032105,0.967895
实在是吐不出来,2021-12-15 11:56:18,Matteo,text,0,0.999442,0.000251112,0.999749
草 我真的好想去评论乱七八糟的东西让她删掉啊,2021-12-15 11:56:51,R,text,0,0.998283,0.000772736,0.999227
别了,2021-12-15 11:57:05,Matteo,text,0,0.955543,0.0200059,0.979994
好歹她还能每年给我发条生日快乐,2021-12-15 11:58:11,Matteo,text,2,0.803922,0.911765,0.0882353
tmd,2021-12-15 11:58:14,R,text,0,0.99913,0.00039168,0.999608
给你两拳,2021-12-15 11:58:22,R,text,0,0.704188,0.133115,0.866885
今年除了我妈就她发了,2021-12-15 11:58:40,Matteo,text,0,0.96437,0.0160337,0.983966
真想给你两拳[拳头],2021-12-15 11:58:48,R,text,0,0.0889239,0.409984,0.590016
你生日哪天,2021-12-15 11:58:53,R,text,2,0.497239,0.773758,0.226242
呜呜,2021-12-15 11:58:55,Matteo,text,2,0.780447,0.901201,0.098799
1025,2021-12-15 11:59:01,Matteo,text,2,0.961804,0.982812,0.0171883
我找一百个网络诈骗给你打电话,2021-12-15 11:59:02,R,text,0,0.999218,0.000351946,0.999648
那我可能得被骗100次,2021-12-15 11:59:35,Matteo,text,0,0.995885,0.00185189,0.998148
[强],2021-12-15 11:59:41,R,text,2,0.998789,0.999455,0.000545162
视频裸聊就是诈骗,2021-12-15 12:00:11,R,text,0,0.999657,0.00015428,0.999846
后面抽了几根烟之后,2021-12-15 12:01:57,Matteo,text,0,0.758344,0.108745,0.891255
就感叹道原来没有人是真的什么都不懂的,2021-12-15 12:03:04,Matteo,text,0,0.776978,0.10036,0.89964
装不懂罢了,2021-12-15 12:03:16,Matteo,text,0,0.998199,0.000810313,0.99919
tmd 为什么你可以想她那么久啊,2021-12-15 12:04:36,R,text,0,0.999646,0.000159129,0.999841
因为现在是晚上,2021-12-15 12:04:54,Matteo,text,2,0.871856,0.942335,0.0576648
笑死,2021-12-15 12:05:02,R,text,0,0.984829,0.00682685,0.993173
哈哈哈哈哈哈哈,2021-12-15 12:05:09,R,text,2,0.974361,0.988462,0.0115377
白天谁想她啊,2021-12-15 12:05:10,Matteo,text,0,0.335261,0.299133,0.700867
草,2021-12-15 12:05:12,R,text,0,0.829521,0.0767157,0.923284
好真实啊,2021-12-15 12:05:14,R,text,2,0.999438,0.999747,0.000252968
开e了,2021-12-15 12:05:28,R,text,2,0.540855,0.793385,0.206615
白天玩累点 晚上就想睡觉了,2021-12-15 12:07:00,R,text,2,0.958739,0.981433,0.0185674
在偷偷看那个学姐微博,2021-12-15 12:08:05,Matteo,text,2,0.904095,0.956843,0.0431571
没什么好看的,2021-12-15 12:10:26,Matteo,text,0,0.789589,0.0946848,0.905315
中性风吧,2021-12-15 12:10:45,Matteo,text,0,0.160734,0.37767,0.62233
1的话也叫女朋友吧,2021-12-15 12:35:48,R,text,2,0.394606,0.727573,0.272427
我不知道,2021-12-15 12:36:05,Matteo,text,0,0.906595,0.0420324,0.957968
害 你喜欢的可不是姐姐 是妹妹,2021-12-15 12:36:07,R,text,0,0.985665,0.00645056,0.993549
[旺柴],2021-12-15 12:36:09,R,text,0,0.572422,0.19241,0.80759
不,2021-12-15 12:36:15,Matteo,text,0,0.942702,0.025784,0.974216
我就喜欢姐姐,2021-12-15 12:36:24,Matteo,text,2,0.999551,0.999798,0.000201902
嗯嗯好好okok牛啊,2021-12-15 12:36:57,R,text,2,0.983855,0.992735,0.00726525
虽然有段时间我还以为自己喜欢男的,2021-12-15 12:36:58,Matteo,text,1,0.130194,0.45651,0.54349
性取向是流动的[OK],2021-12-15 12:37:32,R,text,2,0.93018,0.968581,0.0314191
[吃瓜],2021-12-15 12:37:49,Matteo,text,2,0.124598,0.606069,0.393931
就是人有时候会换一个性别喜欢,2021-12-15 12:38:48,R,text,2,0.997515,0.998882,0.00111808
或者多一点少一点这种,2021-12-15 12:39:05,R,text,2,0.333351,0.700008,0.299992
所以状态又没有了,2021-12-15 21:39:03,Matteo,text,0,0.930993,0.0310531,0.968947
一篇四页的文献看了一节课,2021-12-15 21:39:30,Matteo,text,2,0.926318,0.966843,0.0331566
什么也没看进去,2021-12-15 21:39:37,Matteo,text,0,0.984019,0.00719162,0.992808
接下来又到了我们熟悉的恶性循环环节,2021-12-15 22:35:36,R,text,2,0.430711,0.74382,0.25618
妈的,2021-12-15 22:36:35,Matteo,text,0,0.992557,0.00334941,0.996651
麻了,2021-12-15 22:38:43,Matteo,text,0,0.287256,0.320735,0.679265
下午又要考试,2021-12-15 22:39:40,Matteo,text,2,0.91647,0.962411,0.0375886
我还没开始学,2021-12-15 22:39:52,Matteo,text,0,0.788344,0.0952452,0.904755
狠人,2021-12-15 22:47:48,R,text,0,0.18325,0.367537,0.632463
你会因子分析不,2021-12-15 23:55:15,Matteo,text,0,0.647145,0.158785,0.841215
我有个问题想问下,2021-12-15 23:55:20,Matteo,text,0,0.340569,0.296744,0.703256
不咋会,2021-12-16 00:09:26,R,text,0,0.998537,0.00065825,0.999342
问逼站吧,2021-12-16 00:09:36,R,text,0,0.996133,0.00174034,0.99826
问了老师,2021-12-16 00:10:27,Matteo,text,2,0.908673,0.958903,0.0410972
现在会了,2021-12-16 00:10:34,Matteo,text,2,0.129904,0.608457,0.391543
。,2021-12-16 08:03:17,Matteo,text,2,0.23057,0.653756,0.346244
怎么还偷看空间啊,2021-12-16 12:34:13,R,text,0,0.985776,0.00640098,0.993599
你不会还是黄钻会员吧,2021-12-16 12:34:21,R,text,0,0.971126,0.0129935,0.987007
不是,2021-12-16 12:34:33,Matteo,text,0,0.997108,0.00130154,0.998698
我理直气壮的看,2021-12-16 12:34:40,Matteo,text,0,0.729743,0.121616,0.878384
[强][强][强][强],2021-12-16 12:35:10,R,text,2,0.999834,0.999925,7.45962e-05
[强][强][强][强][强][强],2021-12-16 12:35:13,R,text,2,0.999905,0.999957,4.26016e-05
牛啊,2021-12-16 12:35:16,R,text,2,0.993773,0.997198,0.00280195
虽然之前确实开过,2021-12-16 12:37:53,Matteo,text,2,0.921933,0.96487,0.0351302
但是浏览量是增加的,2021-12-16 12:38:01,Matteo,text,2,0.67742,0.854839,0.145161
细啊,2021-12-16 12:38:19,R,text,0,0.156887,0.379401,0.620599
那个号其他人好像也不知道,2021-12-16 12:38:21,Matteo,text,0,0.833099,0.0751057,0.924894
从不到500的浏览量到现在2000+,2021-12-16 12:38:49,Matteo,text,2,0.0209167,0.559413,0.440588
基本都是我贡献的,2021-12-16 12:38:56,Matteo,text,2,0.987662,0.994448,0.00555214
我靠哈哈哈哈哈哈哈你他吗,2021-12-16 12:39:13,R,text,2,0.719778,0.8739,0.1261
烂叶菜,2021-12-16 12:39:23,R,text,0,0.99935,0.000292367,0.999708
老烂叶菜了,2021-12-16 12:39:29,R,text,0,0.995969,0.00181386,0.998186
Md突然想到我初中同学,2021-12-17 09:24:22,Matteo,text,2,0.186467,0.63391,0.36609
每天早上起来先上根香,2021-12-17 09:25:28,Matteo,text,2,0.977381,0.989821,0.0101787
祝他前女友早日分手,2021-12-17 09:25:59,Matteo,text,0,0.933656,0.0298549,0.970145
这样的能做回归吗,2021-12-23 20:09:05,Matteo,text,0,0.994326,0.00255311,0.997447
我不知道…我只会跟着别人的框架走,2021-12-23 22:32:53,R,text,0,0.925812,0.0333844,0.966616
因变量和调节变量会有一点程度上的重合，这会不会让我的数据跑出来没有用啊？,2022-01-27 23:13:20,R,text,0,0.972041,0.0125814,0.987419
不知道,2022-01-27 23:14:12,Matteo,text,0,0.963392,0.0164735,0.983526
啥也不会,2022-01-27 23:17:29,Matteo,text,0,0.994136,0.00263899,0.997361
写一步就真的不会下一步,2022-01-27 23:31:46,R,text,0,0.987504,0.00562313,0.994377
新年快乐房老板,2022-01-31 12:21:11,R,text,2,0.98522,0.993349,0.00665115
新年快乐夏师傅,2022-01-31 14:29:40,Matteo,text,2,0.999349,0.999707,0.000292924
打开斗鱼发现新世界,2022-03-08 18:38:43,Matteo,text,2,0.0392573,0.567666,0.432334
只能说,2022-03-08 18:39:22,Matteo,text,0,0.974388,0.0115255,0.988474
虎牙太拉了,2022-03-08 18:39:26,Matteo,text,0,0.970144,0.0134353,0.986565
斗鱼有我的主播[玫瑰],2022-03-08 18:39:43,R,text,2,0.988875,0.994994,0.00500624
哪个,2022-03-08 18:40:01,Matteo,text,0,0.775461,0.101043,0.898957
blue,2022-03-08 18:40:07,Matteo,text,2,0.984234,0.992905,0.00709455
还是啥,2022-03-08 18:40:32,Matteo,text,0,0.948125,0.0233438,0.976656
blue,2022-03-08 18:40:42,R,text,2,0.984234,0.992905,0.00709455
还有美女米娜姐姐[玫瑰],2022-03-08 18:40:59,R,text,2,0.999713,0.999871,0.000129258
不看李导吗,2022-03-08 18:45:52,Matteo,text,0,0.99813,0.000841592,0.999158
看[玫瑰],2022-03-08 18:48:00,R,text,2,0.999656,0.999845,0.000154706
笑死了,2022-03-08 20:28:14,Matteo,text,0,0.993812,0.00278472,0.997215
上网课点名都不在,2022-03-08 20:28:24,Matteo,text,0,0.978323,0.00975469,0.990245
躺在床上都不意思意思一下吗哈哈哈哈,2022-03-08 20:39:31,R,text,0,0.968035,0.0143842,0.985616
连续点了两个,2022-03-08 20:40:08,Matteo,text,2,0.874804,0.943662,0.056338
然后老师就沉默了,2022-03-08 20:40:15,Matteo,text,2,0.901767,0.955795,0.0442047
[尴尬]接着点还是不点都是问题,2022-03-08 20:41:27,R,text,0,0.983179,0.00756944,0.992431
都在摆,2022-03-09 02:56:37,Matteo,text,1,0.83556,0.491778,0.508222
还有我这种上完课睡到现在出来吃午饭的,2022-03-09 02:57:00,Matteo,text,0,0.201893,0.359148,0.640852
不省人事,2022-03-09 03:01:54,R,text,0,0.458623,0.24362,0.75638
中文就挺陌生的,2022-03-12 15:29:26,Matteo,text,2,0.863285,0.938478,0.0615215
头一次这么感觉,2022-03-12 15:29:37,Matteo,text,2,0.167459,0.625356,0.374643
档次一下就上去了,2022-03-12 21:13:48,R,text,2,0.568998,0.806049,0.193951
哈哈哈哈哈哈,2022-03-12 21:13:58,R,text,2,0.914082,0.961337,0.0386631
同一个学院,2022-03-13 01:19:14,Matteo,text,2,0.385078,0.723285,0.276715
哲学系的课本就完全看不懂,2022-03-13 01:19:28,Matteo,text,0,0.994334,0.00254975,0.99745
没有用的啦，太高级啦[旺柴],2022-03-13 03:35:32,R,text,0,0.686956,0.14087,0.85913
确实,2022-03-13 03:35:51,Matteo,text,2,0.483035,0.767366,0.232634
证明过程看得我,2022-03-13 03:36:14,Matteo,text,2,0.185079,0.633285,0.366715
大概就这表情了,2022-03-13 03:36:31,Matteo,text,0,0.980191,0.00891409,0.991086
我记得我学逻辑学的时候就是很懵逼,2022-03-13 03:36:44,R,text,2,0.185054,0.633274,0.366726
干嘛？你考研要考这个吗？,2022-03-13 03:37:02,R,text,0,0.99663,0.00151637,0.998484
"""房呈祥10.25"" 撤回了一条消息",2022-03-13 03:37:06,Matteo,text,0,0.900543,0.0447557,0.955244
没,2022-03-13 03:37:07,Matteo,text,0,0.93424,0.0295918,0.970408
你们专业还要学逻辑学的吗,2022-03-13 03:37:33,Matteo,text,0,0.993797,0.00279142,0.997209
选修,2022-03-13 03:37:47,R,text,2,0.939746,0.972886,0.0271142
豁,2022-03-13 03:37:59,Matteo,text,2,0.101208,0.595544,0.404456
什么商业伦理课其实好像也有一点哲学,2022-03-13 03:38:05,R,text,0,0.353291,0.291019,0.708981
我们之前有门专门的伦理课和哲理课,2022-03-13 03:38:47,Matteo,text,2,0.990479,0.995716,0.00428442
但是啥也没学,2022-03-13 03:39:04,Matteo,text,0,0.984501,0.00697449,0.993025
全给我翘完了,2022-03-13 03:39:16,Matteo,text,2,0.521033,0.784465,0.215535
哈哈哈哈其实还是有点意思的,2022-03-13 03:40:15,R,text,2,0.97281,0.987764,0.0122357
有些问题格局他妈的一下打开了,2022-03-13 03:40:28,R,text,0,0.996666,0.00150034,0.9985
大教室坐得太难受了,2022-03-13 03:40:43,Matteo,text,0,0.959686,0.0181411,0.981859
换个小教室我一般都还是会好好上课,2022-03-13 03:41:00,Matteo,text,2,0.848868,0.931991,0.0680092
我们当时是网课哈哈哈,2022-03-13 03:41:13,R,text,2,0.976861,0.989587,0.0104125
那反人类的椅子,2022-03-13 03:41:14,Matteo,text,0,0.548306,0.203262,0.796738
坐一节课就能把人送走,2022-03-13 03:41:31,Matteo,text,2,0.57915,0.810618,0.189382
搬个屁垫啊哈哈哈哈哈,2022-03-13 03:47:15,R,text,0,0.266229,0.330197,0.669803
又开始全校核酸了,2022-03-13 08:16:18,Matteo,text,2,0.295931,0.683169,0.316831
深圳沦陷了,2022-03-13 08:21:52,R,text,2,0.535708,0.791069,0.208931
我想回北京,2022-03-13 08:21:56,R,text,2,0.99788,0.999046,0.000954166
我现在在浙江,2022-03-13 08:22:00,R,text,2,0.690455,0.860705,0.139295
[汗]跑毒,2022-03-13 08:22:09,R,text,0,0.994023,0.00268982,0.99731
捅的时候,2022-03-13 08:33:31,Matteo,text,2,0.403232,0.731454,0.268546
但凡温柔那么一点点,2022-03-13 08:33:39,Matteo,text,1,0.0799346,0.546003,0.453997
都不至于那么疼,2022-03-13 08:33:48,Matteo,text,0,0.694267,0.13758,0.86242
嗓子？,2022-03-13 08:33:57,R,text,0,0.984928,0.00678216,0.993218
嗯,2022-03-13 08:34:02,Matteo,text,2,0.204458,0.642006,0.357994
货昨天做核酸捅鼻子，捅了一个，跟我讲太干了，他又给我换了一个他妈的[汗][汗][汗][汗][汗][汗],2022-03-13 08:34:33,R,text,0,0.999441,0.000251589,0.999748
离离原上谱,2022-03-13 08:35:27,Matteo,text,2,0.948253,0.976714,0.0232861
你们现在封学校吗？,2022-03-13 08:37:47,R,text,0,0.975645,0.0109597,0.98904
非必要不外出,2022-03-13 08:40:51,Matteo,text,0,0.967513,0.0146193,0.985381
疫情他妈的什么时候滚啊,2022-03-13 08:47:22,R,text,0,0.98842,0.00521118,0.994789
不知道,2022-03-13 08:48:03,Matteo,text,0,0.963392,0.0164735,0.983526
主要对我没啥影响,2022-03-13 08:48:22,Matteo,text,2,0.691507,0.861178,0.138822
okay,2022-03-13 08:48:55,R,text,2,0.991958,0.996381,0.00361905
我想去毕业旅行,2022-03-13 08:48:59,R,text,2,0.978219,0.990198,0.00980151
刚好在刷这个话题,2022-03-13 08:49:41,Matteo,text,2,0.829802,0.923411,0.0765891
他妈的呀 疫情让我的几次旅行都取消了,2022-03-13 08:50:36,R,text,0,0.994566,0.00244526,0.997555
就在昨天,2022-03-13 08:51:39,Matteo,text,2,0.841697,0.928764,0.0712363
草 祝顺利[玫瑰][玫瑰][玫瑰][玫瑰],2022-03-13 08:52:07,R,text,2,0.999799,0.99991,9.03649e-05
直接就退了,2022-03-13 08:52:17,Matteo,text,0,0.999546,0.000204155,0.999796
我现在只希望五一能回趟泉州,2022-03-13 08:53:02,Matteo,text,2,0.968721,0.985925,0.0140754
md19年到现在都没回去过,2022-03-13 08:53:18,Matteo,text,0,0.960724,0.017674,0.982326
好歹还没取消,2022-03-13 08:53:25,R,text,0,0.998944,0.00047518,0.999525
啊 都回澳门了吗,2022-03-13 08:53:40,R,text,2,0.228756,0.65294,0.34706
五月份 应该好多了吧…,2022-03-13 08:54:15,R,text,2,0.820613,0.919276,0.0807243
夏天就好一点,2022-03-13 08:54:19,R,text,1,0.603341,0.480167,0.519833
傻呗村镇府,2022-03-13 08:54:28,Matteo,text,0,0.990226,0.00439819,0.995602
不让回,2022-03-13 08:54:32,Matteo,text,0,0.985953,0.00632109,0.993679
哈,2022-03-13 08:54:38,R,text,2,0.979908,0.990958,0.0090415
这么严,2022-03-13 08:54:40,R,text,0,0.942563,0.0258464,0.974154
我觉得再不回去,2022-03-13 08:55:18,Matteo,text,0,0.997913,0.000939228,0.999061
以后可能也没那么想回去了,2022-03-13 08:55:29,Matteo,text,0,0.972466,0.0123902,0.98761
直接冲冲冲,2022-03-13 08:55:48,R,text,2,0.22306,0.650377,0.349623
麻了,2022-03-13 08:56:55,Matteo,text,0,0.287256,0.320735,0.679265
线上课上到想吐,2022-03-13 08:57:07,Matteo,text,0,0.9936,0.00288019,0.99712
你每天呆在宿舍 室友他们不烦咩,2022-03-13 09:00:12,R,text,2,0.188432,0.634794,0.365206
就一个室友,2022-03-13 09:00:55,Matteo,text,0,0.98783,0.00547662,0.994523
大四摆烂哥,2022-03-13 09:01:12,Matteo,text,2,0.970783,0.986853,0.0131475
good,2022-03-13 09:01:25,R,text,2,0.999635,0.999836,0.000164033
白天睡觉晚上开黑或者不回来,2022-03-13 09:01:57,Matteo,text,0,0.748179,0.113319,0.886681
我之前一直以为我们宿舍楼半夜出不去,2022-03-13 09:03:18,Matteo,text,2,0.266281,0.669826,0.330174
直到早上我去看日出,2022-03-13 09:03:35,Matteo,text,2,0.973407,0.988033,0.0119668
学校看得到日出吗,2022-03-13 09:04:12,R,text,2,0.540753,0.793339,0.206661
能是能,2022-03-13 09:05:09,Matteo,text,0,0.564113,0.196149,0.803851
但是今天阴天,2022-03-13 09:05:17,Matteo,text,2,0.730726,0.878827,0.121173
还有就是,2022-03-13 09:07:29,Matteo,text,2,0.919587,0.963814,0.0361859
十四楼那个正朝着东的大窗户,2022-03-13 09:08:01,Matteo,text,2,0.80116,0.910522,0.089478
推不开了,2022-03-13 09:08:07,Matteo,text,0,0.96228,0.0169739,0.983026
还贴了个禁止攀爬,2022-03-13 09:08:26,Matteo,text,0,0.815717,0.0829272,0.917073
nb,2022-03-13 09:08:37,R,text,2,0.953533,0.97909,0.02091
大概是之前有人跳楼吧,2022-03-13 09:08:40,Matteo,text,0,0.662919,0.151686,0.848314
草,2022-03-13 09:08:45,R,text,0,0.829521,0.0767157,0.923284
我大一的时候去,2022-03-13 09:10:01,Matteo,text,2,0.993311,0.99699,0.00300993
还没这样,2022-03-13 09:10:06,Matteo,text,0,0.998856,0.000514907,0.999485
这视野真不错,2022-03-13 09:13:50,R,text,2,0.99891,0.99951,0.000490356
确实嗷,2022-03-13 09:16:46,Matteo,text,2,0.963622,0.98363,0.0163701
麻了,2022-03-13 19:01:21,Matteo,text,0,0.287256,0.320735,0.679265
为了几种东西都不吃,2022-03-13 19:01:29,Matteo,text,0,0.994753,0.00236111,0.997639
喂,2022-03-13 19:01:37,Matteo,text,1,0.177289,0.458864,0.541136
啥,2022-03-13 19:45:08,R,text,0,0.823638,0.0793631,0.920637
然后被我室友赶出去了,2022-03-13 20:06:51,Matteo,text,0,0.99746,0.00114299,0.998857
笑死,2022-03-13 20:06:56,Matteo,text,0,0.984829,0.00682685,0.993173
哈哈哈哈哈哈,2022-03-13 21:29:28,R,text,2,0.914082,0.961337,0.0386631
要专门买才行吧,2022-03-13 21:29:44,R,text,0,0.923341,0.0344964,0.965504
原来线上也会社恐,2022-03-17 22:16:13,Matteo,text,2,0.796834,0.908575,0.0914246
腾讯会议共享屏幕,2022-03-17 22:16:26,Matteo,text,2,0.888342,0.949754,0.0502462
